,"31-mar-2022"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Equity","1.17","27.98","26,669,920.00","746,224,361.60","746,224,361.60","Productos básicos de consumo","2491914","MXP606941179","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCARSOA1","GRUPO CARSO SERIES A1","Equity","0.98","74.41","8,441,396.00","628,124,276.36","628,124,276.36","Industriales","2393452","MXP461181085","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","0.96","157.58","3,913,817.00","616,739,282.86","616,739,282.86","Industriales","2393388","MX01PI000005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PE&OLES*","INDUST PENOLES","Equity","0.91","251.29","2,306,655.00","579,639,334.95","579,639,334.95","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VOLARA","CONTROLADORA VUELA COMPANIA DE AVI","Equity","0.86","36.34","15,134,272.00","549,979,444.48","549,979,444.48","Industriales","BDZDPH6","MX01VO000009","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.77","48.95","10,084,177.00","493,620,464.15","493,620,464.15","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.73","49.86","9,419,073.00","469,634,979.78","469,634,979.78","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VESTA*","CORPORACION INMOBILIARIA VESTA","Equity","0.73","38.04","12,286,883.00","467,393,029.32","467,393,029.32","Inmobiliario","B8F6ZF8","MX01VE0M0003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"SITES1A-1","OPERADORA DE SITES MEXICANOS SAD","Equity","0.68","25.32","17,227,817.00","436,208,326.44","436,208,326.44","Financieros","BJLD2Y8","MX01SI0C0002","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"Q*","QUALITAS CONTROLADORA","Equity","0.68","113.99","3,800,215.00","433,186,507.85","433,186,507.85","Financieros","BYMXF65","MX01Q0000008","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCC*","GRUPO CEMENTOS","Equity","0.67","143.41","2,968,668.00","425,736,677.88","425,736,677.88","Materiales","2946663","MX01GC2M0006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.59","101.46","3,696,076.00","375,003,870.96","375,003,870.96","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BOLSAA","BOLSA MEXICANA DE VALORES","Equity","0.58","42.06","8,796,030.00","369,961,021.80","369,961,021.80","Financieros","B39VVF6","MX01BM1B0000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"RA","REGIONAL SAB DE CV","Equity","0.52","139.78","2,387,975.00","333,791,145.50","333,791,145.50","Financieros","BG1Z6X0","MX01R0000006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.52","59.93","5,557,003.00","333,031,189.79","333,031,189.79","Comunicación","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LABB","GENOMMA LAB INTERNATIONAL","Equity","0.48","21.85","13,952,629.00","304,864,943.65","304,864,943.65","Cuidado de la Salud","B3B1C73","MX01LA010006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.18","100.00","114,496,616.00","114,496,615.65","114,496,615.65","Liquidez","-","-","-","México","MXN","MXN","1.00"
"USD","USD CASH","Cash","0.07","1,994.02","2,237,436.00","44,618,941.53","44,618,941.53","Liquidez","-","-","-","Estados Unidos","MXN","USD","0.05"
 
