,"26-feb-2021"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"CUERVO*","BECLE SA DE CV","Equity","0.86","43.15","10,558,724.00","455,608,940.60","455,608,940.60","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCARSOA1","GRUPO CARSO SERIES A1","Equity","0.85","51.84","8,745,205.00","453,351,427.20","453,351,427.20","Industriales","2393452","MXP461181085","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VESTA*","CORPORACION INMOBILIARIA VESTA","Equity","0.81","39.49","10,864,976.00","429,057,902.24","429,057,902.24","Inmobiliario","B8F6ZF8","MX01VE0M0003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.78","72.24","5,758,646.00","416,004,587.04","416,004,587.04","Comunicación","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCC*","GRUPO CEMENTOS","Equity","0.77","130.81","3,121,363.00","408,305,494.03","408,305,494.03","Materiales","2946663","MX01GC2M0006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BOLSAA","BOLSA MEXICANA DE VALORES","Equity","0.74","42.85","9,140,576.00","391,673,681.60","391,673,681.60","Financieros","B39VVF6","MX01BM1B0000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"Q*","QUALITAS CONTROLADORA","Equity","0.72","113.79","3,339,764.00","380,031,745.56","380,031,745.56","Financieros","BYMXF65","MX01Q0000008","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Equity","0.62","24.03","13,759,824.00","330,648,570.72","330,648,570.72","Financieros","BYSX0F3","MX41BB000000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"SITESB.1","TELESITES B-1","Equity","0.62","18.47","17,806,176.00","328,880,070.72","328,880,070.72","Comunicación","BD0G5P8","MX01SI080038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LABB","GENOMMA LAB INTERNATIONAL","Equity","0.57","20.99","14,521,159.00","304,799,127.41","304,799,127.41","Cuidado de la Salud","B3B1C73","MX01LA010006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.46","25.44","9,692,659.00","246,581,244.96","246,581,244.96","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.45","63.33","3,800,926.00","240,712,643.58","240,712,643.58","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.42","100.00","220,849,523.00","220,849,523.14","220,849,523.14","Liquidez","-","-","-","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.40","10.64","20,171,873.00","214,628,728.72","214,628,728.72","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"NMKA","CONTROLADORA NEMAK SAB DE CV","Equity","0.30","2.94","53,897,431.00","158,458,447.14","158,458,447.14","Consumo discrecional","BNC5F75","MX01NM010000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
 
