,"29-ene-2021"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.84","74.12","5,910,622.00","438,095,302.64","438,095,302.64","Comunicación","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BOLSAA","BOLSA MEXICANA DE VALORES","Equity","0.82","46.00","9,381,728.00","431,559,488.00","431,559,488.00","Financieros","B39VVF6","MX01BM1B0000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VESTA*","CORPORACION INMOBILIARIA VESTA","Equity","0.82","38.65","11,151,972.00","431,023,717.80","431,023,717.80","Inmobiliario","B8F6ZF8","MX01VE0M0003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCC*","GRUPO CEMENTOS","Equity","0.80","130.42","3,203,631.00","417,817,555.02","417,817,555.02","Materiales","2946663","MX01GC2M0006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"SITESB.1","TELESITES B-1","Equity","0.72","20.59","18,276,234.00","376,307,658.06","376,307,658.06","Comunicación","BD0G5P8","MX01SI080038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"Q*","QUALITAS CONTROLADORA","Equity","0.70","107.72","3,427,684.00","369,230,120.48","369,230,120.48","Financieros","BYMXF65","MX01Q0000008","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Equity","0.67","24.76","14,123,122.00","349,688,500.72","349,688,500.72","Financieros","BYSX0F3","MX41BB000000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LABB","GENOMMA LAB INTERNATIONAL","Equity","0.60","20.99","14,904,553.00","312,846,567.47","312,846,567.47","Cuidado de la Salud","B3B1C73","MX01LA010006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.49","65.51","3,901,092.00","255,560,536.92","255,560,536.92","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.44","23.11","9,948,569.00","229,911,429.59","229,911,429.59","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.32","8.02","20,704,417.00","166,049,424.34","166,049,424.34","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.31","100.00","161,901,583.00","161,901,583.45","161,901,583.45","Liquidez","-","-","-","México","MXN","MXN","1.00"
"NMKA","CONTROLADORA NEMAK SAB DE CV","Equity","0.28","2.67","55,321,107.00","147,707,355.69","147,707,355.69","Consumo discrecional","BNC5F75","MX01NM010000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
 
