,"30-jun-2021"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"GRUMAB","GRUMA","Equity","1.53","222.81","3,945,747.00","879,151,889.07","879,151,889.07","Productos básicos de consumo","2392545","MXP4948K1056","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","1.47","130.32","6,516,272.00","849,200,567.04","849,200,567.04","Industriales","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Equity","1.38","19.72","40,407,338.00","796,832,705.36","796,832,705.36","Financieros","2822398","MXP370641013","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALFAA","ALFA A","Equity","1.38","14.96","53,006,137.00","792,971,809.52","792,971,809.52","Industriales","2043423","MXP000511016","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PE&OLES*","INDUST PENOLES","Equity","1.11","275.16","2,333,984.00","642,219,037.44","642,219,037.44","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","1.10","159.47","3,960,226.00","631,537,240.22","631,537,240.22","Industriales","2393388","MX01PI000005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.94","52.44","10,382,540.00","544,460,397.60","544,460,397.60","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCARSOA1","GRUPO CARSO SERIES A1","Equity","0.93","62.29","8,563,767.00","533,437,046.43","533,437,046.43","Industriales","2393452","MXP461181085","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCC*","GRUPO CEMENTOS","Equity","0.86","160.95","3,067,711.00","493,748,085.45","493,748,085.45","Materiales","2946663","MX01GC2M0006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Equity","0.84","35.76","13,524,211.00","483,625,785.36","483,625,785.36","Financieros","BYSX0F3","MX41BB000000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VESTA*","CORPORACION INMOBILIARIA VESTA","Equity","0.84","38.78","12,432,816.00","482,144,604.48","482,144,604.48","Inmobiliario","B8F6ZF8","MX01VE0M0003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.70","70.54","5,678,717.00","400,576,697.18","400,576,697.18","Comunicación","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BOLSAA","BOLSA MEXICANA DE VALORES","Equity","0.68","43.91","8,965,153.00","393,659,868.23","393,659,868.23","Financieros","B39VVF6","MX01BM1B0000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.59","35.47","9,530,833.00","338,058,646.51","338,058,646.51","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.58","88.75","3,740,095.00","331,933,431.25","331,933,431.25","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"SITESB.1","TELESITES B-1","Equity","0.56","18.44","17,502,904.00","322,753,549.76","322,753,549.76","Comunicación","BD0G5P8","MX01SI080038","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"Q*","QUALITAS CONTROLADORA","Equity","0.53","92.91","3,285,700.00","305,274,387.00","305,274,387.00","Financieros","BYMXF65","MX01Q0000008","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LABB","GENOMMA LAB INTERNATIONAL","Equity","0.51","20.57","14,293,282.00","294,012,810.74","294,012,810.74","Cuidado de la Salud","B3B1C73","MX01LA010006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"RA","REGIONAL SAB DE CV","Equity","0.48","117.23","2,360,508.00","276,722,352.84","276,722,352.84","Financieros","BG1Z6X0","MX01R0000006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.10","100.00","55,093,236.00","55,093,236.12","55,093,236.12","Liquidez","-","-","-","México","MXN","MXN","1.00"
 
